VehicleTypeId,Description,Year,Month,Count,Amount
2,MOTOR CYCLE                                  ,2016,3,6140,8058979
3,AUTO RICKSHAW,2016,3,306,894714
4,PRIVATE MOTOR CAR/JEEP CAR,2016,3,2330,40936670
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2016,3,18,543545
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2016,3,180,1701625
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2016,3,2,47238
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2016,3,1,50085
12,TRAILER UPTO 2 TON,2016,3,4,7130
19,LOADER                                       ,2016,3,1,20152
21,TEMPO,2016,3,209,621564
1,MOPED/SCOOTER                                ,2016,4,5603,5937039
2,MOTOR CYCLE                                  ,2016,4,5994,8147151
3,AUTO RICKSHAW,2016,4,221,653518
4,PRIVATE MOTOR CAR/JEEP CAR,2016,4,2081,40767457
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2016,4,45,2584062
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2016,4,135,1398110
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2016,4,2,31607
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2016,4,5,153934
13,TRAILER 2 TO 4 TON,2016,4,2,16222
19,LOADER                                       ,2016,4,3,156800
21,TEMPO,2016,4,75,244397
1,MOPED/SCOOTER                                ,2016,5,5886,6240460
2,MOTOR CYCLE                                  ,2016,5,5419,6926706
3,AUTO RICKSHAW,2016,5,148,437943
4,PRIVATE MOTOR CAR/JEEP CAR,2016,5,2103,35818578
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2016,5,20,515591
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2016,5,130,1217850
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2016,5,1,17617
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2016,5,3,66795
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2016,5,42,1173575
12,TRAILER UPTO 2 TON,2016,5,4,12262
15,TRAILER 8 TO 12 TON,2016,5,2,2922
18,CRANE,2016,5,1,29757
19,LOADER                                       ,2016,5,2,45096
21,TEMPO,2016,5,317,922086
1,MOPED/SCOOTER                                ,2016,6,6480,6853161
2,MOTOR CYCLE                                  ,2016,6,5727,7176487
3,AUTO RICKSHAW,2016,6,190,567377
4,PRIVATE MOTOR CAR/JEEP CAR,2016,6,2296,40385592
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2016,6,2,20812
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2016,6,53,1736700
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2016,6,102,947612
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2016,6,5,112480
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2016,6,1,40500
12,TRAILER UPTO 2 TON,2016,6,1,1103
13,TRAILER 2 TO 4 TON,2016,6,1,3461
18,CRANE,2016,6,1,29620
19,LOADER                                       ,2016,6,1,52500
20,WHEEL DOZER                                  ,2016,6,1,22515
21,TEMPO,2016,6,142,418541
1,MOPED/SCOOTER                                ,2016,7,6189,6553223
2,MOTOR CYCLE                                  ,2016,7,5380,6884072
3,AUTO RICKSHAW,2016,7,297,886589
4,PRIVATE MOTOR CAR/JEEP CAR,2016,7,2011,33663871
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2016,7,34,1046134
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2016,7,182,1634765
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2016,7,2,37570
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2016,7,2,98456
18,CRANE,2016,7,1,51300
21,TEMPO,2016,7,206,609802
1,MOPED/SCOOTER                                ,2016,8,6025,6354447
2,MOTOR CYCLE                                  ,2016,8,5610,7192371
3,AUTO RICKSHAW,2016,8,254,763944
4,PRIVATE MOTOR CAR/JEEP CAR,2016,8,2049,35900571
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2016,8,2,43998
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2016,8,27,771405
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2016,8,86,818235
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2016,8,1,18905
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2016,8,1,13859
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2016,8,25,1017250
17,EXCAVATOR,2016,8,3,97925
19,LOADER                                       ,2016,8,4,185712
21,TEMPO,2016,8,141,425361
22,ROLLER,2016,8,20,466517
1,MOPED/SCOOTER                                ,2016,9,5798,6227790
2,MOTOR CYCLE                                  ,2016,9,5858,7614418
3,AUTO RICKSHAW,2016,9,377,1134464
4,PRIVATE MOTOR CAR/JEEP CAR,2016,9,2357,39443707
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2016,9,3,27097
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2016,9,4,117775
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2016,9,171,1518105
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2016,9,2,49864
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2016,9,1,40690
17,EXCAVATOR,2016,9,2,58346
19,LOADER                                       ,2016,9,4,210005
21,TEMPO,2016,9,198,608547
1,MOPED/SCOOTER                                ,2016,10,4263,4554467
2,MOTOR CYCLE                                  ,2016,10,4258,5835325
3,AUTO RICKSHAW,2016,10,351,1054154
4,PRIVATE MOTOR CAR/JEEP CAR,2016,10,3502,67140846
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2016,10,4,25304
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2016,10,3,41457
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2016,10,18,539724
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2016,10,202,1856744
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2016,10,4,62815
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2016,10,5,95250
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2016,10,7,148759
18,CRANE,2016,10,3,137760
19,LOADER                                       ,2016,10,1,22781
21,TEMPO,2016,10,200,616619
1,MOPED/SCOOTER                                ,2016,11,8625,9207723
2,MOTOR CYCLE                                  ,2016,11,9487,12266731
3,AUTO RICKSHAW,2016,11,453,1373419
4,PRIVATE MOTOR CAR/JEEP CAR,2016,11,3789,64245569
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2016,11,7,52995
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2016,11,11,65439
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2016,11,35,1565573
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2016,11,190,1700234
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2016,11,1,12000
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2016,11,4,112236
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2016,11,1,2913
18,CRANE,2016,11,1,56000
19,LOADER                                       ,2016,11,2,104580
21,TEMPO,2016,11,120,395395
22,ROLLER,2016,11,2,53049
1,MOPED/SCOOTER                                ,2016,12,5861,6275209
2,MOTOR CYCLE                                  ,2016,12,6458,8207785
3,AUTO RICKSHAW,2016,12,185,567152
4,PRIVATE MOTOR CAR/JEEP CAR,2016,12,1845,28494133
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2016,12,3,22368
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2016,12,1,16368
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2016,12,77,3191283
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2016,12,108,1010636
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2016,12,1,13018
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2016,12,4,199828
12,TRAILER UPTO 2 TON,2016,12,2,5476
13,TRAILER 2 TO 4 TON,2016,12,1,2100
19,LOADER                                       ,2016,12,1,26017
21,TEMPO,2016,12,475,1437674
1,MOPED/SCOOTER                                ,2017,1,4444,4808000
2,MOTOR CYCLE                                  ,2017,1,4890,6575532
3,AUTO RICKSHAW,2017,1,145,445074
4,PRIVATE MOTOR CAR/JEEP CAR,2017,1,2421,37257977
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2017,1,1,7781
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2017,1,65,2397284
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2017,1,100,896802
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2017,1,4,93750
13,TRAILER 2 TO 4 TON,2017,1,1,1065
17,EXCAVATOR,2017,1,2,118000
18,CRANE,2017,1,1,30800
19,LOADER                                       ,2017,1,1,50500
21,TEMPO,2017,1,138,462838
1,MOPED/SCOOTER                                ,2017,2,4548,4927269
2,MOTOR CYCLE                                  ,2017,2,5440,7156582
3,AUTO RICKSHAW,2017,2,237,730969
4,PRIVATE MOTOR CAR/JEEP CAR,2017,2,2245,36497387
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2017,2,1,5636
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2017,2,34,1257723
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2017,2,80,657818
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2017,2,2,32518
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2017,2,3,103692
13,TRAILER 2 TO 4 TON,2017,2,3,3867
17,EXCAVATOR,2017,2,2,43700
18,CRANE,2017,2,1,29703
19,LOADER                                       ,2017,2,5,371999
21,TEMPO,2017,2,225,1236833
1,MOPED/SCOOTER                                ,2017,3,6595,7117883
2,MOTOR CYCLE                                  ,2017,3,7097,8949261
3,AUTO RICKSHAW,2017,3,354,1092667
4,PRIVATE MOTOR CAR/JEEP CAR,2017,3,2581,46109078
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2017,3,1,17156
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2017,3,1,14598
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2017,3,163,6283919
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2017,3,127,1286666
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2017,3,4,83638
13,TRAILER 2 TO 4 TON,2017,3,5,12913
19,LOADER                                       ,2017,3,5,166544
21,TEMPO,2017,3,238,809857
1,MOPED/SCOOTER                                ,2017,4,6028,6429817
2,MOTOR CYCLE                                  ,2017,4,7634,9990036
3,AUTO RICKSHAW,2017,4,291,908435
4,PRIVATE MOTOR CAR/JEEP CAR,2017,4,2723,47327276
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2017,4,40,1557751
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2017,4,115,1076079
12,TRAILER UPTO 2 TON,2017,4,4,5120
13,TRAILER 2 TO 4 TON,2017,4,1,1725
18,CRANE,2017,4,2,89506
19,LOADER                                       ,2017,4,2,45452
21,TEMPO,2017,4,218,875217
1,MOPED/SCOOTER                                ,2017,5,6875,7445525
2,MOTOR CYCLE                                  ,2017,5,6469,8357454
3,AUTO RICKSHAW,2017,5,164,515313
4,PRIVATE MOTOR CAR/JEEP CAR,2017,5,2418,43344929
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2017,5,12,402746
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2017,5,107,1792448
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2017,5,2,24277
12,TRAILER UPTO 2 TON,2017,5,1,1000
13,TRAILER 2 TO 4 TON,2017,5,1,1066
21,TEMPO,2017,5,588,2345355
1,MOPED/SCOOTER                                ,2017,6,6487,7040599
2,MOTOR CYCLE                                  ,2017,6,5880,8011890
3,AUTO RICKSHAW,2017,6,129,412006
4,PRIVATE MOTOR CAR/JEEP CAR,2017,6,2348,41005435
5,PUBLIC MOTOR CAR 1 TO 6 SEAT,2017,6,1,7551
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2017,6,4,82857
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2017,6,26,1387613
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2017,6,178,1783247
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2017,6,2,54543
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2017,6,4,246358
12,TRAILER UPTO 2 TON,2017,6,2,5091
14,TRAILER 4 TO 8 TON,2017,6,1,1038
18,CRANE,2017,6,3,118240
19,LOADER                                       ,2017,6,2,111200
21,TEMPO,2017,6,148,485455
1,MOPED/SCOOTER                                ,2017,7,9797,10739148
2,MOTOR CYCLE                                  ,2017,7,8126,10595164
3,AUTO RICKSHAW,2017,7,243,776562
4,PRIVATE MOTOR CAR/JEEP CAR,2017,7,2466,41529694
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2017,7,37,1475102
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2017,7,169,1780899
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2017,7,1,23368
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2017,7,4,196700
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2017,7,1,70556
13,TRAILER 2 TO 4 TON,2017,7,2,4553
18,CRANE,2017,7,3,121178
19,LOADER                                       ,2017,7,3,166969
21,TEMPO,2017,7,278,942943
1,MOPED/SCOOTER                                ,2017,8,1558,1672104
2,MOTOR CYCLE                                  ,2017,8,1374,1937814
3,AUTO RICKSHAW,2017,8,264,825783
4,PRIVATE MOTOR CAR/JEEP CAR,2017,8,2456,49021538
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2017,8,1,8797
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2017,8,5,160266
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2017,8,181,1743028
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2017,8,2,61050
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2017,8,1,33890
13,TRAILER 2 TO 4 TON,2017,8,1,2800
18,CRANE,2017,8,2,50622
19,LOADER                                       ,2017,8,1,55700
21,TEMPO,2017,8,80,294784
22,ROLLER,2017,8,1,1227
1,MOPED/SCOOTER                                ,2017,9,8762,9285743
2,MOTOR CYCLE                                  ,2017,9,8309,10783101
3,AUTO RICKSHAW,2017,9,205,639579
4,PRIVATE MOTOR CAR/JEEP CAR,2017,9,3141,61644497
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2017,9,8,236466
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2017,9,192,1839122
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2017,9,8,208675
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2017,9,3,110846
18,CRANE,2017,9,1,30000
19,LOADER                                       ,2017,9,3,79700
21,TEMPO,2017,9,104,363420
22,ROLLER,2017,9,1,50500
1,MOPED/SCOOTER                                ,2017,10,6269,6696258
2,MOTOR CYCLE                                  ,2017,10,6698,8677164
3,AUTO RICKSHAW,2017,10,223,696400
4,PRIVATE MOTOR CAR/JEEP CAR,2017,10,3183,57111477
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2017,10,5,112555
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2017,10,236,2361257
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2017,10,7,118431
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2017,10,3,73582
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2017,10,5,172728
18,CRANE,2017,10,2,72200
19,LOADER                                       ,2017,10,3,140360
21,TEMPO,2017,10,38,134284
22,ROLLER,2017,10,1,2724
1,MOPED/SCOOTER                                ,2017,11,9262,9841193
2,MOTOR CYCLE                                  ,2017,11,10143,12576661
3,AUTO RICKSHAW,2017,11,202,631672
4,PRIVATE MOTOR CAR/JEEP CAR,2017,11,3627,63073308
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2017,11,9,258152
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2017,11,274,2967078
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2017,11,31,620510
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2017,11,39,1259659
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2017,11,4,178459
18,CRANE,2017,11,2,98560
19,LOADER                                       ,2017,11,33,1559071
21,TEMPO,2017,11,394,1394596
22,ROLLER,2017,11,15,320145
1,MOPED/SCOOTER                                ,2017,12,7698,8284396
2,MOTOR CYCLE                                  ,2017,12,8451,10433959
3,AUTO RICKSHAW,2017,12,94,295660
4,PRIVATE MOTOR CAR/JEEP CAR,2017,12,2251,40652290
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2017,12,17,591088
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2017,12,159,1598635
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2017,12,2,45393
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2017,12,5,148084
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2017,12,1,29955
18,CRANE,2017,12,5,203102
19,LOADER                                       ,2017,12,6,309786
21,TEMPO,2017,12,124,443132
1,MOPED/SCOOTER                                ,2018,1,5959,6477712
2,MOTOR CYCLE                                  ,2018,1,5779,7475282
3,AUTO RICKSHAW,2018,1,251,772184
4,PRIVATE MOTOR CAR/JEEP CAR,2018,1,2553,45706296
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2018,1,5,190873
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2018,1,187,1797033
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2018,1,3,65582
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2018,1,10,290259
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2018,1,3,184188
18,CRANE,2018,1,2,54951
19,LOADER                                       ,2018,1,4,173664
21,TEMPO,2018,1,452,1609812
23,FORKLIFT,2018,1,7,163076
24,CONCRETE MIXER,2018,1,7,406434
1,MOPED/SCOOTER                                ,2018,2,6725,7301737
2,MOTOR CYCLE                                  ,2018,2,7382,9591815
3,AUTO RICKSHAW,2018,2,178,533391
4,PRIVATE MOTOR CAR/JEEP CAR,2018,2,2551,46811705
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2018,2,1,10472
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2018,2,7,400482
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2018,2,244,2374030
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2018,2,9,179506
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2018,2,7,200534
14,TRAILER 4 TO 8 TON,2018,2,1,1149
16,TRAILER MORE THAN 12 TON,2018,2,1,6790
18,CRANE,2018,2,3,112668
19,LOADER                                       ,2018,2,3,142852
21,TEMPO,2018,2,194,698084
22,ROLLER,2018,2,1,44250
1,MOPED/SCOOTER                                ,2018,3,6629,7187669
2,MOTOR CYCLE                                  ,2018,3,7094,9267797
3,AUTO RICKSHAW,2018,3,290,872082
4,PRIVATE MOTOR CAR/JEEP CAR,2018,3,2670,50837681
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2018,3,21,788350
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2018,3,297,2910134
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2018,3,11,230771
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2018,3,5,185520
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2018,3,3,168557
13,TRAILER 2 TO 4 TON,2018,3,1,1052
18,CRANE,2018,3,1,30693
19,LOADER                                       ,2018,3,1,52721
21,TEMPO,2018,3,419,1494746
1,MOPED/SCOOTER                                ,2018,4,6659,7232466
2,MOTOR CYCLE                                  ,2018,4,7296,9413122
3,AUTO RICKSHAW,2018,4,129,407940
4,PRIVATE MOTOR CAR/JEEP CAR,2018,4,2751,51174423
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2018,4,33,1731615
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2018,4,274,2932681
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2018,4,65,951884
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2018,4,5,223176
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2018,4,3,107610
18,CRANE,2018,4,4,181843
19,LOADER                                       ,2018,4,5,315309
21,TEMPO,2018,4,320,1147959
23,FORKLIFT,2018,4,3,59999
1,MOPED/SCOOTER                                ,2018,5,7055,7656489
2,MOTOR CYCLE                                  ,2018,5,6567,8298115
3,AUTO RICKSHAW,2018,5,159,614463
4,PRIVATE MOTOR CAR/JEEP CAR,2018,5,2116,46418660
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2018,5,1,23732
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2018,5,1,41562
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2018,5,197,2373833
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2018,5,5,142801
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2018,5,4,160900
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2018,5,5,353781
18,CRANE,2018,5,5,285767
19,LOADER                                       ,2018,5,3,193200
21,TEMPO,2018,5,284,1236469
25,TANKER,2018,5,1,18905
26,BUS,2018,5,46,2997440
1,MOPED/SCOOTER                                ,2018,6,6758,7400319
2,MOTOR CYCLE                                  ,2018,6,6159,7758527
3,AUTO RICKSHAW,2018,6,208,813773
4,PRIVATE MOTOR CAR/JEEP CAR,2018,6,2242,48894415
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2018,6,1,33457
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2018,6,3,77287
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2018,6,261,3005705
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2018,6,37,635253
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2018,6,13,693178
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2018,6,3,251531
19,LOADER                                       ,2018,6,4,285979
21,TEMPO,2018,6,219,975069
22,ROLLER,2018,6,1,30875
23,FORKLIFT,2018,6,2,49404
25,TANKER,2018,6,1,5056
26,BUS,2018,6,66,2892715
1,MOPED/SCOOTER                                ,2018,7,6637,7325491
2,MOTOR CYCLE                                  ,2018,7,5987,7602969
3,AUTO RICKSHAW,2018,7,292,1146978
4,PRIVATE MOTOR CAR/JEEP CAR,2018,7,2052,44581422
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2018,7,5,106452
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2018,7,186,2256904
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2018,7,2,48086
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2018,7,13,443668
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2018,7,2,117804
12,TRAILER UPTO 2 TON,2018,7,4,28860
18,CRANE,2018,7,2,75990
19,LOADER                                       ,2018,7,3,172013
21,TEMPO,2018,7,217,963326
23,FORKLIFT,2018,7,1,29975
24,CONCRETE MIXER,2018,7,1,95020
26,BUS,2018,7,20,855869
1,MOPED/SCOOTER                                ,2018,8,4467,4980569
2,MOTOR CYCLE                                  ,2018,8,3795,4812437
3,AUTO RICKSHAW,2018,8,240,946366
4,PRIVATE MOTOR CAR/JEEP CAR,2018,8,2261,48249286
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2018,8,2,58544
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2018,8,223,2720481
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2018,8,3,72852
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2018,8,12,349524
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2018,8,5,284387
12,TRAILER UPTO 2 TON,2018,8,10,46009
19,LOADER                                       ,2018,8,2,107900
21,TEMPO,2018,8,132,584412
25,TANKER,2018,8,2,4975
26,BUS,2018,8,21,690535
27,AMBULANCE,2018,8,2,44500
1,MOPED/SCOOTER                                ,2018,9,9531,10550545
2,MOTOR CYCLE                                  ,2018,9,9277,11732174
3,AUTO RICKSHAW,2018,9,235,925188
4,PRIVATE MOTOR CAR/JEEP CAR,2018,9,3050,69623578
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2018,9,4,29012
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2018,9,133,1769272
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2018,9,3,69302
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2018,9,10,338585
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2018,9,6,305710
12,TRAILER UPTO 2 TON,2018,9,1,2520
18,CRANE,2018,9,1,54250
19,LOADER                                       ,2018,9,3,168670
21,TEMPO,2018,9,228,1021096
23,FORKLIFT,2018,9,1,25813
26,BUS,2018,9,39,1981113
1,MOPED/SCOOTER                                ,2018,10,5263,5845001
2,MOTOR CYCLE                                  ,2018,10,5028,6534403
3,AUTO RICKSHAW,2018,10,369,1458033
4,PRIVATE MOTOR CAR/JEEP CAR,2018,10,2182,51448112
6,PUBLIC MOTOR CAR 7 TO 15 SEAT,2018,10,2,52673
7,PUBLIC MOTOR CAR MORE THAN 16 SEAT,2018,10,3,102425
8,LOADING TRUCK/TEMPO/TRACTOR UPTO 2 TON       ,2018,10,276,3475090
9,LOADING TRUCK/TEMPO/TRACTOR 2 TO 4 TON       ,2018,10,9,229846
10,LOADING TRUCK/TEMPO/TRACTOR 4 TO 8 TON       ,2018,10,11,375488
11,LOADING TRUCK/TEMPO/TRACTOR MORE THAN 8 TON  ,2018,10,3,160159
12,TRAILER UPTO 2 TON,2018,10,14,48875
18,CRANE,2018,10,2,101361
19,LOADER                                       ,2018,10,2,126250
21,TEMPO,2018,10,248,1108970
26,BUS,2018,10,70,3800030
27,AMBULANCE,2018,10,1,26719
1,MOPED/SCOOTER                                ,2018,11,7272,8091676
2,MOTOR CYCLE                                  ,2018,11,7368,9586892
3,AUTO RICKSHAW,2018,11,325,1296440
